id,value
id_143,30.779742559813972
id_144,18.31929212527448
id_145,26.02193056535633
id_146,12.010996450817439
id_147,52.00421285260265
id_148,23.359943401681548
id_149,38.63195849394263
id_150,10.133542486528029
id_151,8.187506804130246
id_152,23.281397973806218
id_153,6.386315085094488
id_154,14.962564004149085
id_155,40.9860577737518
id_156,7.788728177316695
id_157,36.1612178514729
id_158,11.172510460541513
id_159,19.175741711712014
id_160,41.62215400164674
id_161,19.352009914926473
id_162,13.278894940175542
id_163,8.18273171944219
id_164,52.684165814381785
id_165,31.26312762575153
id_166,-0.36648420962508155
id_167,16.256922851525772
id_168,63.61339665365207
id_169,13.871222509038954
id_170,63.525973705897314
id_171,39.24538561296007
id_172,26.996299654952708
id_173,20.32534883436406
id_174,61.218774404665005
id_175,25.048500791068832
id_176,21.005653297517455
id_177,37.33613732762675
id_178,12.402689069749545
id_179,31.262991906888523
id_180,16.832589885605152
id_181,11.695718272547696
id_182,55.725686786270586
id_183,46.33579242280931
id_184,15.709369441948809
id_185,35.2904081725344
id_186,26.19728390516583
id_187,68.5517903201298
id_188,9.968347410180753
id_189,57.81669967454964
id_190,38.172893300718655
id_191,15.466995250637428
id_192,29.029453785355997
id_193,0.15249956024798195
id_194,19.0668980473154
id_195,0.9283146810761203
id_196,33.74381786483052
id_197,10.449978210411249
id_198,18.898745130004986
id_199,60.038691494486855
id_200,25.150608809717465
id_201,25.574453200586213
id_202,64.53299926408675
id_203,10.364306409830885
id_204,9.207659289687918
id_205,11.247084246456177
id_206,7.340691453438007
id_207,1.7036154203752822
id_208,124.13188090557307
id_209,20.747922755244563
id_210,16.411839247308386
id_211,13.956781519208626
id_212,36.282596367335785
id_213,35.926841553432006
id_214,18.96300174029786
id_215,34.97979866459738
id_216,78.6029877427385
id_217,0.5174414701377525
id_218,12.953960912927752
id_219,31.74065135395407
id_220,14.922691935771956
id_221,12.856072220696502
id_222,113.31184629100616
id_223,12.979191444272733
id_224,16.450894782834084
id_225,64.27796383225454
id_226,16.101956673203418
id_227,19.623492724477785
id_228,10.075656919808889
id_229,3.7138047227757482
id_230,46.39623014548485
id_231,12.574158169404878
id_232,53.726482594184105
id_233,42.37726096513402
id_234,25.56710869691997
id_235,40.75443868071652
id_236,69.05650844814099
id_237,42.267353649689625
id_238,11.15454016185241
id_239,18.30267788598009
